loan_status,grade,sub_grade,verification_status,purpose,term,initial_list_status,emp_length,home_ownership,application_type,loan_amnt,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,mort_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,installment,int_rate,fico_range_low,fico_range_high,last_pymnt_amnt,last_pymnt_d,total_rec_int,addr_state,zip_code
Current,E,E4,Verified,other,36 months,w,7 years,MORTGAGE,INDIVIDUAL,13783.00,44409.61,0.2756,0,3,4,0,12596.82,36.7513,13,4,0,Mar-2017,Oct-1990,436.68,15.6175,784,788,446.06,May-2018,893.63,GA,416xx
Late (31-120 days),F,F3,Not Verified,vacation,36 months,w,1 year,RENT,JOINT,18447.00,195760.05,0.2057,1,2,16,0,16747.33,44.7277,25,2,1,Nov-2017,Sep-2006,544.38,6.9313,591,595,518.86,Apr-2018,39.54,NY,443xx
Current,B,B5,Verified,small_business,36 months,f,2 years,OWN,INDIVIDUAL,9928.00,106005.26,0.2319,2,3,12,0,5018.64,6.6816,17,4,0,Dec-2020,May-1998,314.54,15.6156,738,742,319.25,Jul-2021,32.59,NJ,295xx
Fully Paid,D,D2,Source Verified,other,36 months,f,1 year,ANY,JOINT,24452.00,117984.85,0.0878,0,4,10,0,17618.89,48.4205,38,0,0,Apr-2014,Jan-2013,722.09,7.0119,821,825,728.75,Sep-2015,961.06,NY,267xx
Fully Paid,B,B1,Verified,moving,36 months,f,7 years,ANY,INDIVIDUAL,13465.00,185486.09,0.1212,0,1,15,1,25820.01,61.9306,26,2,0,Nov-2016,Feb-2006,451.69,23.0708,645,649,443.59,Mar-2017,304.39,FL,402xx
Fully Paid,G,G4,Source Verified,major_purchase,36 months,f,3 years,ANY,INDIVIDUAL,30493.00,143758.71,0.1174,2,2,1,1,44825.66,73.1267,14,2,0,Jun-2022,Oct-1998,920.02,9.5750,826,830,914.93,Feb-2023,713.77,GA,898xx
Current,B,B4,Not Verified,vacation,36 months,f,4 years,RENT,INDIVIDUAL,25662.00,82633.55,0.2924,2,1,12,0,18040.94,42.6286,27,2,0,Mar-2019,Feb-2002,752.20,6.1367,595,599,785.34,May-2019,459.62,NJ,381xx
Current,B,B3,Verified,credit_card,36 months,f,7 years,OWN,INDIVIDUAL,30396.00,72765.20,0.0423,2,3,6,1,19240.36,57.6265,24,5,0,Dec-2015,May-1994,942.43,12.9096,802,806,937.68,Feb-2016,1351.94,NC,106xx
Fully Paid,D,D2,Verified,moving,36 months,w,10+ years,ANY,INDIVIDUAL,6676.00,69429.74,0.1803,1,0,20,1,3778.16,49.6995,31,3,0,Apr-2014,Sep-1990,229.39,26.3300,705,709,243.00,Jun-2015,8.18,FL,258xx
Current,B,B4,Verified,home_improvement,60 months,w,7 years,ANY,INDIVIDUAL,23798.00,189348.95,0.2538,0,4,9,1,17308.63,56.7898,38,1,0,Jul-2014,Dec-2009,576.74,25.2275,636,640,577.59,Feb-2015,293.56,FL,471xx
Current,A,A2,Not Verified,house,36 months,f,6 years,RENT,INDIVIDUAL,37264.00,162598.17,0.2454,0,3,1,1,37089.75,56.0590,5,3,0,Dec-2016,Feb-2004,1101.95,7.1748,673,677,1077.21,Dec-2017,843.49,NC,603xx
Current,A,A2,Verified,vacation,60 months,f,6 years,OWN,INDIVIDUAL,5279.00,44656.93,0.2647,1,1,9,1,4032.60,30.3346,14,0,0,Jul-2015,Nov-1999,98.49,6.6371,712,716,126.68,Oct-2015,104.94,IL,601xx
Fully Paid,C,C5,Not Verified,credit_card,36 months,f,7 years,ANY,INDIVIDUAL,14209.00,170934.26,0.1343,0,0,2,0,20435.18,48.9766,6,0,0,Sep-2021,Oct-2014,416.96,6.2673,830,834,392.92,Feb-2022,47.69,CA,985xx
Fully Paid,D,D4,Source Verified,renewable_energy,36 months,w,2 years,ANY,INDIVIDUAL,3999.00,133571.68,0.1266,0,3,14,1,6883.80,39.0301,17,2,0,Sep-2016,Aug-1992,128.93,17.8492,750,754,148.23,Dec-2017,282.93,TX,700xx
Fully Paid,B,B3,Source Verified,other,36 months,w,1 year,ANY,INDIVIDUAL,15439.00,197173.30,0.2087,1,0,4,0,33683.42,30.0027,20,3,0,Mar-2021,Mar-2007,466.62,9.7830,643,647,504.70,Apr-2022,110.09,IL,444xx
Current,C,C4,Verified,wedding,36 months,w,6 years,OWN,JOINT,28941.00,103024.55,0.2305,1,2,7,0,24403.93,58.2940,19,0,0,Dec-2015,Apr-2003,942.42,19.1429,581,585,939.86,Apr-2017,742.48,NJ,449xx
Current,A,A2,Source Verified,vacation,60 months,w,< 1 year,OWN,JOINT,7843.00,98902.36,0.1491,1,3,7,1,23304.03,36.3213,28,7,2,Jun-2014,Oct-1997,155.52,10.5396,802,806,134.84,Jun-2014,361.40,CA,597xx
Fully Paid,A,A2,Source Verified,home_improvement,60 months,f,7 years,RENT,INDIVIDUAL,38213.00,39238.66,0.1705,1,2,1,0,1475.57,40.9848,2,2,0,Jan-2021,Sep-2003,793.36,13.6499,828,832,778.29,May-2021,1259.75,NY,718xx
Fully Paid,C,C4,Source Verified,small_business,36 months,f,4 years,RENT,INDIVIDUAL,22683.00,72558.64,0.2236,0,3,13,1,2371.90,31.3612,15,3,0,Jan-2015,Feb-2005,688.10,10.2309,669,673,681.24,Mar-2015,1017.17,CA,867xx
Fully Paid,C,C2,Not Verified,wedding,60 months,w,2 years,RENT,INDIVIDUAL,30999.00,53225.08,0.1113,1,1,19,0,9458.54,73.9430,45,2,0,Nov-2017,May-2008,607.65,9.7849,750,754,605.28,Dec-2018,444.47,NJ,344xx
Fully Paid,E,E3,Not Verified,renewable_energy,36 months,w,10+ years,ANY,INDIVIDUAL,13866.00,156674.91,0.1870,0,3,5,0,3121.24,37.8335,18,0,0,Oct-2022,Nov-2018,441.73,16.3162,610,614,474.62,Jan-2023,172.10,NY,820xx
Current,C,C1,Not Verified,car,36 months,f,6 years,ANY,INDIVIDUAL,18418.00,184780.03,0.0997,0,3,21,1,11285.16,8.0453,42,0,0,Apr-2018,Jan-2001,626.26,24.9001,667,671,628.96,Sep-2019,2168.63,IL,768xx
Fully Paid,C,C4,Source Verified,wedding,60 months,f,7 years,RENT,INDIVIDUAL,31393.00,115552.68,0.0927,2,3,10,1,21.00,40.7048,24,1,0,May-2018,Jul-2003,678.53,16.4910,741,745,652.81,Nov-2018,3086.79,IL,999xx
Current,F,F3,Source Verified,moving,36 months,f,7 years,OWN,INDIVIDUAL,34768.00,46969.36,0.2015,1,3,16,0,15279.16,62.3424,26,6,0,Dec-2021,Aug-2015,1070.83,12.0859,793,797,1070.38,Jan-2022,1265.62,FL,430xx
Current,E,E2,Not Verified,wedding,36 months,f,2 years,MORTGAGE,JOINT,13775.00,85957.87,0.0000,1,2,8,0,8438.58,50.8518,8,2,0,Jan-2019,Oct-2004,408.80,7.5960,680,684,423.60,Mar-2019,232.02,NY,434xx
Current,D,D3,Not Verified,vacation,36 months,f,7 years,RENT,INDIVIDUAL,22936.00,144609.34,0.1495,1,1,12,0,39136.09,38.1295,16,3,0,Dec-2015,May-1993,743.84,18.6126,580,584,710.62,Feb-2016,835.50,NC,260xx
Fully Paid,D,D4,Source Verified,small_business,60 months,w,5 years,OWN,INDIVIDUAL,19635.00,154342.04,0.2079,1,1,12,1,963.73,66.4565,15,1,0,Mar-2019,Aug-1996,453.21,21.3841,731,735,475.87,Feb-2020,866.98,IL,546xx
Fully Paid,C,C1,Not Verified,car,36 months,w,4 years,MORTGAGE,INDIVIDUAL,1985.00,175927.17,0.0628,0,3,8,1,19740.57,46.9056,36,2,0,Aug-2016,Oct-2007,66.96,23.8220,601,605,43.00,Nov-2017,136.34,FL,737xx
Current,A,A5,Not Verified,other,60 months,f,7 years,ANY,JOINT,27464.00,195018.96,0.2629,1,1,9,0,4644.20,39.0171,24,2,0,Feb-2016,Sep-1987,595.06,16.6669,615,619,605.69,Jul-2016,2125.05,TX,544xx
Current,C,C1,Source Verified,home_improvement,60 months,f,2 years,MORTGAGE,JOINT,32040.00,33249.75,0.1792,0,1,4,1,12098.52,19.7193,11,4,0,Jul-2017,May-1997,616.22,8.5539,589,593,600.86,Jun-2018,307.48,NC,195xx
Current,B,B4,Not Verified,small_business,60 months,f,2 years,ANY,JOINT,20579.00,161652.27,0.0539,1,1,12,0,27864.59,65.5758,19,5,0,Nov-2019,Feb-2000,382.20,6.3516,702,706,360.22,Feb-2020,270.29,NY,620xx
Default,E,E1,Not Verified,medical,36 months,f,10+ years,OWN,INDIVIDUAL,29801.00,109995.80,0.3505,2,1,3,1,5262.02,18.7975,22,2,0,Jun-2018,Sep-2003,886.03,7.8151,589,593,873.31,Oct-2018,1202.81,CA,177xx
Current,C,C5,Source Verified,major_purchase,36 months,w,4 years,MORTGAGE,INDIVIDUAL,1676.00,111406.72,0.0545,1,4,18,1,6860.62,17.5895,45,2,0,Dec-2016,Sep-2014,51.82,12.5739,793,797,56.59,Aug-2017,57.65,IL,608xx
Fully Paid,F,F4,Not Verified,debt_consolidation,60 months,f,10+ years,ANY,JOINT,30067.00,25035.55,0.1845,0,1,21,0,32125.64,40.5637,45,1,0,Aug-2020,Apr-2015,734.64,25.8895,749,753,723.49,Apr-2021,2889.29,AZ,310xx
Current,D,D1,Source Verified,vacation,36 months,f,3 years,MORTGAGE,INDIVIDUAL,30979.00,208707.67,0.2629,1,1,4,1,12909.21,33.6212,19,3,0,Jul-2018,Dec-2016,1071.38,27.2256,675,679,1056.90,Jun-2019,3069.17,FL,677xx
Current,B,B2,Not Verified,home_improvement,60 months,w,6 years,ANY,INDIVIDUAL,3275.00,85930.92,0.0946,1,0,13,0,15301.35,39.3603,19,1,0,Nov-2015,Jun-2007,78.13,23.9711,807,811,78.16,Jul-2016,255.08,WA,174xx
Fully Paid,E,E4,Not Verified,small_business,60 months,f,10+ years,MORTGAGE,INDIVIDUAL,23753.00,45511.93,0.1426,0,3,9,0,6991.60,50.5429,37,3,0,May-2017,Mar-2004,567.86,24.1340,618,622,551.73,Jul-2018,531.51,GA,156xx
Current,E,E3,Not Verified,small_business,36 months,w,7 years,OWN,INDIVIDUAL,7430.00,200922.00,0.1001,0,9,20,0,22937.61,15.3248,23,2,0,Jan-2014,Jul-1994,247.53,22.1465,678,682,258.74,Dec-2014,227.70,FL,818xx
Fully Paid,E,E3,Verified,wedding,60 months,f,9 years,OWN,INDIVIDUAL,27893.00,102323.52,0.1685,2,2,13,0,1324.46,51.6169,27,3,0,Apr-2020,Aug-2005,529.43,7.7138,623,627,534.88,Apr-2021,486.22,AZ,274xx
Current,A,A5,Source Verified,credit_card,36 months,w,10+ years,ANY,JOINT,3324.00,133833.23,0.0180,1,2,17,0,11164.75,44.7902,42,5,0,Nov-2017,May-2005,107.23,17.9316,800,804,90.06,Feb-2018,281.87,AZ,611xx
Fully Paid,E,E1,Verified,car,60 months,f,4 years,RENT,INDIVIDUAL,10217.00,207986.56,0.1448,0,2,5,0,5749.06,27.3252,34,2,0,May-2021,Jul-2002,244.57,24.2374,649,653,244.07,Aug-2021,709.11,TX,951xx
Current,F,F4,Source Verified,car,36 months,f,< 1 year,OWN,INDIVIDUAL,32216.00,51152.03,0.1754,3,1,23,1,9671.23,37.5174,25,4,0,Aug-2018,Nov-2006,1077.94,22.7280,802,806,1066.75,Jan-2020,1218.75,NY,269xx
Fully Paid,C,C1,Not Verified,renewable_energy,60 months,w,10+ years,OWN,JOINT,11457.00,202216.69,0.1256,1,2,17,1,8484.24,76.4241,18,6,0,Sep-2020,Oct-2012,235.81,13.0508,653,657,241.31,Jan-2022,743.42,FL,379xx
Current,C,C5,Verified,wedding,36 months,f,8 years,MORTGAGE,INDIVIDUAL,28827.00,198644.31,0.2735,0,0,5,1,39239.28,46.2021,25,2,0,Oct-2021,Jul-2006,842.07,5.7335,761,765,866.81,Feb-2022,810.12,NY,582xx
Fully Paid,C,C5,Not Verified,debt_consolidation,36 months,f,3 years,OWN,INDIVIDUAL,14964.00,24498.76,0.2792,0,4,3,1,7361.91,67.5044,5,8,0,Apr-2015,Aug-1987,500.23,22.6038,756,760,511.59,May-2016,206.22,IL,610xx
Fully Paid,D,D4,Not Verified,other,60 months,f,< 1 year,MORTGAGE,INDIVIDUAL,7566.00,173428.07,0.1022,1,0,1,0,834.32,84.0984,23,3,0,Nov-2018,Jun-1996,148.55,9.8909,695,699,121.52,Mar-2019,219.67,WA,700xx
Current,E,E4,Verified,wedding,36 months,w,2 years,OWN,INDIVIDUAL,26861.00,189039.33,0.1036,1,3,12,0,9247.95,33.2127,16,5,0,Aug-2017,Nov-1990,930.48,27.4513,726,730,953.28,Oct-2017,1353.61,AZ,432xx
Fully Paid,D,D1,Verified,credit_card,36 months,w,5 years,RENT,JOINT,16393.00,182473.39,0.0553,1,1,4,0,12480.49,83.4011,17,6,0,Nov-2014,May-1999,553.93,24.0513,625,629,582.43,Feb-2015,1178.76,WA,585xx
Current,A,A5,Not Verified,car,36 months,f,10+ years,RENT,INDIVIDUAL,15448.00,184568.51,0.1831,2,3,14,1,12543.97,65.8144,14,3,0,Dec-2022,Dec-2007,515.17,22.2834,763,767,531.77,Jan-2023,34.01,AZ,625xx
Fully Paid,F,F1,Not Verified,small_business,36 months,w,1 year,MORTGAGE,INDIVIDUAL,14816.00,63077.25,0.0863,1,2,4,1,17343.82,50.3511,14,2,0,Oct-2015,Oct-1995,497.37,23.1685,800,804,489.01,Jan-2016,1419.18,CA,971xx
Fully Paid,B,B2,Verified,house,36 months,f,5 years,OWN,JOINT,22148.00,45140.80,0.1370,0,2,13,1,40251.89,24.3739,26,4,0,Dec-2021,Aug-2002,708.37,16.8228,765,769,735.47,May-2023,707.01,NY,640xx
Fully Paid,E,E3,Verified,car,60 months,f,7 years,MORTGAGE,INDIVIDUAL,30701.00,227679.45,0.1450,1,0,11,0,20404.56,52.9084,16,0,0,Jun-2016,Jan-1992,571.93,6.5411,725,729,560.92,Jul-2017,135.07,NC,304xx
Fully Paid,D,D4,Source Verified,renewable_energy,36 months,f,9 years,MORTGAGE,INDIVIDUAL,30893.00,209059.36,0.1348,2,0,12,1,18376.67,29.7921,18,3,0,Apr-2019,Nov-1997,935.45,10.0096,666,670,926.65,Nov-2019,1539.25,NY,800xx
Fully Paid,C,C3,Verified,home_improvement,60 months,f,8 years,MORTGAGE,INDIVIDUAL,21660.00,187137.49,0.2120,2,1,13,1,18101.31,50.4600,30,2,0,Feb-2016,Apr-1987,452.68,14.1086,776,780,503.05,Aug-2016,761.30,WA,896xx
Fully Paid,A,A3,Verified,car,60 months,f,10+ years,OWN,JOINT,39250.00,27414.41,0.1266,2,1,13,0,13076.92,15.0181,38,2,0,Jun-2014,Jan-2012,757.29,8.7577,774,778,779.01,Aug-2014,1809.12,NJ,190xx
Current,E,E2,Not Verified,vacation,36 months,f,10+ years,MORTGAGE,INDIVIDUAL,9572.00,83868.33,0.1807,0,1,12,0,6533.41,60.1700,41,2,0,Nov-2018,Sep-1997,303.94,15.8995,725,729,320.92,Mar-2019,583.15,TX,670xx
Current,B,B3,Source Verified,other,36 months,f,9 years,MORTGAGE,INDIVIDUAL,37804.00,39795.57,0.3499,0,2,8,1,45797.22,49.4188,34,3,0,Jan-2020,Jan-1999,1107.46,6.0678,719,723,1108.37,Feb-2021,1071.29,NY,882xx
Current,C,C2,Verified,home_improvement,36 months,f,< 1 year,OWN,INDIVIDUAL,2618.00,103636.11,0.2202,0,2,6,1,7637.17,18.5092,25,2,0,Apr-2021,Jan-2010,83.38,16.2778,726,730,102.09,Apr-2021,8.40,NC,145xx
Fully Paid,A,A4,Not Verified,small_business,60 months,w,7 years,RENT,INDIVIDUAL,35621.00,158227.64,0.2672,2,3,5,1,17593.15,38.2707,8,1,0,Apr-2022,Dec-2008,779.76,17.4124,581,585,769.05,Jun-2023,40.76,IL,594xx
Current,E,E4,Not Verified,vacation,36 months,w,5 years,MORTGAGE,INDIVIDUAL,37815.00,49629.24,0.2352,1,1,12,2,21003.92,38.2172,41,2,0,Nov-2020,Feb-2002,1109.17,6.2152,694,698,1123.30,Nov-2021,382.78,NC,175xx
Fully Paid,A,A3,Source Verified,home_improvement,36 months,w,8 years,ANY,JOINT,11887.00,227456.24,0.0000,1,1,6,0,13718.75,53.6454,30,5,0,Jun-2021,Dec-2016,363.07,11.0623,778,782,354.18,Jun-2022,141.77,IL,410xx
Current,E,E2,Source Verified,car,60 months,f,3 years,OWN,INDIVIDUAL,14207.00,202851.33,0.2734,1,3,19,0,24884.47,60.1896,45,6,0,Apr-2014,Jul-1988,282.50,10.7254,623,627,244.42,Feb-2015,345.35,CA,828xx
Fully Paid,F,F3,Verified,home_improvement,60 months,w,7 years,MORTGAGE,INDIVIDUAL,8293.00,234481.24,0.1728,1,1,5,0,23695.58,67.3316,25,0,0,Jun-2015,Aug-2005,167.56,11.7945,631,635,166.16,Mar-2016,479.62,IL,411xx
Fully Paid,C,C5,Not Verified,house,36 months,f,7 years,MORTGAGE,JOINT,21381.00,234711.14,0.2147,1,4,16,0,41250.07,69.8538,45,1,0,Aug-2014,Apr-2010,706.53,21.0687,655,659,703.88,Aug-2015,128.17,CA,154xx
Current,A,A5,Source Verified,other,36 months,w,5 years,ANY,JOINT,21363.00,172020.34,0.1379,1,2,16,0,12669.96,30.4232,18,1,0,Mar-2022,Dec-2015,727.04,25.0192,763,767,705.18,May-2023,2110.87,GA,114xx
Current,C,C4,Verified,debt_consolidation,36 months,w,7 years,OWN,INDIVIDUAL,20261.00,134735.80,0.0500,1,1,3,0,34111.50,30.2877,24,5,0,Jan-2019,Nov-1990,625.57,12.3914,661,665,616.70,Feb-2020,236.01,AZ,411xx
Current,D,D3,Not Verified,home_improvement,36 months,f,9 years,MORTGAGE,INDIVIDUAL,11107.00,148652.83,0.3343,3,2,4,0,18836.63,64.8560,31,1,0,Oct-2014,Aug-1996,337.51,10.4365,655,659,341.69,Jun-2015,181.03,NC,185xx
Fully Paid,C,C4,Source Verified,other,36 months,f,8 years,RENT,INDIVIDUAL,37977.00,218240.52,0.1646,2,1,18,1,16062.52,49.6358,46,2,0,Aug-2019,May-1999,1222.50,17.6508,718,722,1236.58,Nov-2019,1967.67,GA,575xx
Current,D,D2,Not Verified,debt_consolidation,36 months,f,10+ years,ANY,JOINT,24550.00,190719.53,0.1405,1,3,18,1,43628.49,37.9829,21,1,0,Mar-2022,Nov-2004,721.53,6.4498,729,733,714.20,Aug-2022,280.48,NC,975xx
Default,D,D2,Not Verified,medical,36 months,w,2 years,ANY,JOINT,34822.00,53417.81,0.2154,2,1,16,1,21348.24,61.6519,38,3,1,Apr-2021,Oct-2006,1027.43,6.9100,600,604,1009.92,Oct-2021,219.27,WA,141xx
Current,C,C2,Not Verified,renewable_energy,36 months,w,10+ years,ANY,INDIVIDUAL,5367.00,77456.63,0.0815,1,2,13,1,22144.82,27.2877,42,4,0,Oct-2021,Dec-1990,180.79,23.6339,784,788,165.60,Aug-2022,163.80,IL,427xx
Current,D,D5,Not Verified,credit_card,36 months,w,6 years,RENT,JOINT,28579.00,122671.27,0.2868,0,5,11,1,8066.93,53.5634,11,3,0,Jan-2020,Feb-2003,912.55,16.6123,698,702,911.38,Jun-2020,2.27,NJ,505xx
Fully Paid,B,B3,Not Verified,house,60 months,f,8 years,ANY,INDIVIDUAL,12893.00,180733.83,0.2325,0,0,11,0,1975.74,49.8343,30,2,0,Jan-2015,Sep-1993,307.67,23.9886,596,600,285.25,Sep-2015,245.47,NJ,759xx
Current,D,D3,Verified,house,60 months,w,6 years,RENT,JOINT,3337.00,88117.04,0.2352,2,4,12,1,16553.20,37.9347,31,3,0,Jan-2014,Aug-2005,65.36,9.7361,656,660,50.41,Mar-2014,181.14,IL,416xx
Current,D,D5,Source Verified,small_business,36 months,f,4 years,RENT,JOINT,36962.00,28447.72,0.1970,1,2,7,0,4559.04,41.1225,15,3,0,Jan-2019,Mar-2017,1223.92,21.3407,807,811,1203.95,Oct-2019,53.07,IL,574xx
Current,B,B5,Verified,major_purchase,60 months,w,7 years,ANY,INDIVIDUAL,13900.00,140312.07,0.3291,1,0,19,1,10577.56,54.1902,34,5,0,Feb-2022,Apr-1997,320.82,21.3791,829,833,349.24,Feb-2022,542.69,FL,884xx
Fully Paid,D,D4,Verified,small_business,60 months,w,8 years,RENT,JOINT,31645.00,209820.89,0.1586,2,2,14,0,18171.52,41.1195,28,4,0,Oct-2018,Jan-2005,730.93,21.4376,802,806,713.74,Oct-2019,1647.63,NC,381xx
Fully Paid,A,A4,Verified,car,60 months,w,8 years,RENT,INDIVIDUAL,15792.00,232380.10,0.3322,0,2,3,1,4095.66,27.0004,14,5,0,Oct-2017,Feb-2016,379.78,24.6079,699,703,392.94,Aug-2018,2235.55,WA,564xx
Fully Paid,A,A4,Not Verified,house,60 months,f,1 year,OWN,JOINT,37434.00,31645.40,0.2175,2,1,7,0,3689.68,45.7274,21,1,0,May-2022,May-2020,923.15,26.6469,703,707,923.38,Feb-2023,3199.08,NY,472xx
Fully Paid,A,A3,Source Verified,wedding,36 months,w,6 years,RENT,INDIVIDUAL,18470.00,53205.17,0.0673,0,1,4,1,10233.41,55.2222,30,7,0,Feb-2014,Jun-1984,587.36,16.0926,830,834,573.72,Mar-2014,1245.27,AZ,178xx
Current,D,D5,Source Verified,wedding,36 months,w,2 years,MORTGAGE,JOINT,30558.00,186707.29,0.1912,0,3,9,0,17737.61,38.3098,34,0,0,May-2017,Nov-2005,911.06,8.1454,634,638,920.43,Jun-2017,489.39,CA,792xx
Charged Off,E,E3,Verified,small_business,60 months,f,6 years,RENT,JOINT,20566.00,120362.23,0.2045,1,1,19,1,11449.31,46.6071,24,3,1,Sep-2018,May-2017,446.73,16.8502,610,614,446.98,Jan-2019,774.62,WA,352xx
Fully Paid,B,B4,Source Verified,debt_consolidation,60 months,w,3 years,MORTGAGE,JOINT,14911.00,26492.71,0.1915,1,4,4,1,3569.25,36.7859,22,3,0,Apr-2015,Apr-2000,347.16,22.0521,676,680,352.08,Feb-2016,1134.39,FL,679xx
Fully Paid,A,A2,Verified,credit_card,36 months,w,< 1 year,MORTGAGE,JOINT,11736.00,160306.07,0.1763,0,2,4,0,11249.54,38.3330,26,2,0,Apr-2022,Jan-2003,366.86,13.9255,699,703,341.38,Jan-2023,189.36,NJ,528xx
Current,A,A1,Verified,credit_card,36 months,f,3 years,MORTGAGE,INDIVIDUAL,24985.00,237038.17,0.2148,0,2,13,1,14016.27,22.1699,38,4,0,Jan-2020,Nov-2001,792.70,15.7975,712,716,796.07,May-2020,1453.07,GA,949xx
Current,B,B2,Verified,car,36 months,w,1 year,ANY,INDIVIDUAL,28587.00,212302.08,0.3572,0,1,14,1,49578.81,48.4376,19,4,0,Oct-2016,Mar-1995,836.51,5.9362,674,678,819.29,Aug-2017,867.16,NJ,164xx
Fully Paid,E,E1,Source Verified,major_purchase,36 months,f,3 years,RENT,INDIVIDUAL,32258.00,201915.61,0.1478,1,1,18,1,4102.21,75.8697,36,4,0,Jul-2014,Oct-1984,1010.14,14.1465,726,730,1019.50,Apr-2015,1820.44,AZ,926xx
Fully Paid,C,C5,Not Verified,debt_consolidation,36 months,f,1 year,ANY,JOINT,13742.00,137876.00,0.1919,1,0,19,1,42328.11,42.8430,22,3,0,Apr-2019,Oct-2010,476.19,27.4982,665,669,475.49,Apr-2019,1450.62,NY,975xx
Current,D,D1,Not Verified,other,60 months,f,10+ years,ANY,INDIVIDUAL,10642.00,108161.69,0.1648,2,2,3,0,12269.65,29.5195,31,3,0,May-2014,Jul-1995,251.45,23.2057,688,692,248.56,May-2015,463.43,IL,604xx
Fully Paid,A,A1,Source Verified,home_improvement,36 months,f,8 years,MORTGAGE,INDIVIDUAL,28315.00,127017.32,0.1052,2,0,7,1,46362.34,10.0881,27,2,0,Mar-2014,May-1985,908.27,17.1982,742,746,906.39,Jul-2015,1878.88,NY,892xx
Current,E,E3,Not Verified,moving,60 months,w,10+ years,OWN,INDIVIDUAL,6046.00,208912.09,0.1574,1,1,14,1,26971.51,61.5494,15,1,0,Jan-2017,Apr-2007,126.38,14.1227,821,825,126.85,Jul-2017,12.31,TX,461xx
Fully Paid,A,A1,Verified,major_purchase,36 months,w,9 years,MORTGAGE,INDIVIDUAL,1510.00,179368.04,0.2192,1,1,12,1,32686.70,42.4701,37,2,0,Jul-2016,Dec-1999,47.90,15.7853,793,797,38.95,May-2017,110.16,NY,550xx
Fully Paid,D,D4,Not Verified,other,36 months,f,4 years,OWN,INDIVIDUAL,8041.00,175663.20,0.2909,0,0,2,1,38196.92,27.8113,9,6,0,Sep-2014,Feb-1989,258.22,17.3401,647,651,258.35,Feb-2015,301.09,AZ,625xx
Fully Paid,A,A3,Verified,car,36 months,f,6 years,RENT,JOINT,15501.00,31117.46,0.2902,1,0,10,0,6384.72,53.2929,22,5,0,Dec-2015,Sep-1991,479.90,12.7252,765,769,470.90,May-2017,62.05,NC,310xx
Fully Paid,G,G1,Verified,credit_card,36 months,f,10+ years,RENT,JOINT,17846.00,101129.47,0.2266,1,3,12,0,8748.76,71.2321,28,5,0,May-2020,May-2006,541.05,10.1605,709,713,545.33,Jan-2021,357.20,AZ,427xx
Fully Paid,B,B1,Not Verified,home_improvement,36 months,f,1 year,MORTGAGE,JOINT,12068.00,83162.94,0.1990,0,2,11,0,3429.99,26.6069,17,4,0,Mar-2017,Sep-1991,412.32,25.5537,624,628,424.71,Mar-2017,1141.17,FL,780xx
Current,B,B5,Not Verified,renewable_energy,36 months,w,4 years,OWN,JOINT,29149.00,198597.19,0.1206,1,3,7,1,5906.68,20.7144,20,3,0,Jul-2017,Apr-2004,948.23,19.0108,615,619,963.66,Dec-2018,135.19,FL,309xx
Current,E,E4,Verified,small_business,36 months,w,3 years,OWN,JOINT,26136.00,65198.93,0.2930,1,2,15,1,25862.18,53.9296,42,1,0,Oct-2022,Nov-1999,797.23,10.9009,763,767,801.03,Apr-2023,980.77,CA,550xx
Current,A,A5,Not Verified,debt_consolidation,36 months,w,7 years,ANY,INDIVIDUAL,33584.00,18108.45,0.2337,1,0,11,1,9310.21,76.4060,34,5,0,Aug-2019,Sep-2001,1092.13,18.9667,708,712,1096.17,Apr-2020,2439.59,GA,375xx
Current,G,G3,Verified,small_business,36 months,f,3 years,OWN,JOINT,18258.00,228041.39,0.1089,0,3,18,0,20836.20,62.5912,32,5,0,Nov-2019,Feb-1998,587.17,17.5282,787,791,548.37,Nov-2020,615.95,AZ,289xx
Late (31-120 days),B,B1,Verified,renewable_energy,36 months,f,7 years,RENT,INDIVIDUAL,18302.00,116687.03,0.2079,3,1,4,0,1685.03,78.8111,6,1,0,Jun-2015,Jan-2000,613.20,22.9063,600,604,624.59,Jun-2016,1166.17,NJ,447xx
Fully Paid,A,A5,Verified,other,60 months,f,6 years,ANY,INDIVIDUAL,2045.00,75543.57,0.2720,0,3,14,2,1829.89,19.8590,19,2,0,Sep-2020,Nov-2016,44.41,16.8300,797,801,51.53,Sep-2021,105.70,NC,682xx
Fully Paid,C,C2,Verified,moving,60 months,f,1 year,MORTGAGE,INDIVIDUAL,24008.00,161701.85,0.1238,0,4,4,1,11597.72,81.9641,19,2,0,Jul-2017,Apr-2013,506.73,14.7996,582,586,441.25,Sep-2017,991.18,FL,555xx
Current,C,C2,Not Verified,home_improvement,60 months,f,9 years,MORTGAGE,JOINT,9837.00,197165.22,0.0722,2,1,6,1,20559.98,75.9901,18,1,0,Jan-2015,May-2002,236.30,24.5172,699,703,237.25,Nov-2015,195.18,NY,139xx
Fully Paid,A,A1,Verified,car,36 months,w,7 years,MORTGAGE,JOINT,17642.00,92444.34,0.2304,0,1,8,0,17497.19,54.6917,22,6,0,Mar-2015,Jun-1992,570.06,18.1404,691,695,564.56,Jan-2016,320.89,AZ,187xx
